,位置,名称,建筑面积(平方米),总价（元）,户型,朝向,楼层,每平米售价（元）,装修情况
1796,番禺,"自在城市花园 自在城市花园南向三房诚售,精装修,业主自住保养好 ",96,2800000,3室2厅,南,低层/10层,29167,精
1797,海珠,南景园 南景园电梯中层实用两房 看房方便,78,3400000,2室2厅,西北,中层/18层,43590,精
1798,番禺,青怡居 南向一楼 户型实用  三房两厅 安静舒适 带花园,105,4000000,3室2厅,北,低层/5层,38095,精
1799,番禺,梅山大厦 精装两房两厅出售,73,1750000,2室2厅,南,中层/19层,23973,精
1800,番禺,金业别墅花园金业东路 业主急除名卖独栋别墅  采光十足 带200方花园 ,333.6,16800000,6室3厅,北,共1层,50360,精
1801,番禺,西兴苑 大3房，户型方正，随时看房,120,1800000,3室2厅,南,高层/7层,15000,普通
1802,番禺,荷悦居 环境优美 采光好 房型正 一梯两户 两房朝南,103,2000000,3室2厅,北,中层/6层,19417,普通
1803,番禺,友谊尚居 一室一厅 望花园 拎包即住 采光好,44,1760000,1室1厅,南,中层/15层,40000,精
1804,番禺,奥园广场 桥南标杆建筑物奥园广场 豪华装修一房一厅 配套成熟,60,1200000,1室1厅,东南,高层/23层,20000,精
1805,天河,华景锦苑 城中之巅 高大上 户型格局好  生活便利,143,9800000,4室2厅,北,低层/30层,68531,精
1806,天河,华景新城芳满庭园 精装2房405万,70,4050000,2室2厅,北,高层/36层,57857,普通
1807,黄埔,金逸雅居 3房2厅 100平 普通装修 东北,100,3650000,3室2厅,东北,高层/17层,36500,普通
1808,天河,华景锦苑 精装修4房带主套 南向 价格低于市场价20万,149,9900000,3室2厅,南,低层/30层,66443,精
1809,番禺,洛涛居南区 2房1厅 60.1平 普通装修 南,60.1,2100000,2室1厅,南,中层/6层,34942,普通
1810,番禺,新月明珠花园 精致两房 户型方正  生活配套齐全 地铁（上）盖,80,3100000,2室2厅,西南,低层/23层,38750,豪华
1811,天河,尚东美御 3房2厅 143平 精装装修 东西,143,12000000,3室2厅,东西,中层/32层,83916,精
1812,番禺,自在城市花园  番禺万达旁 精装三房  低于市场价,99,3000000,3室2厅,东西,低层/10层,30303,精
1813,番禺,绿庭雅苑 精装三房，保养新净，南向全南户型，带主套，业主急售,104,2480000,3室2厅,南,高层/6层,23846,精
1814,天河,华景新城陶然庭苑 精装修2房两厅 安静望花园 随时看房,78,4380000,2室1厅,北,高层/36层,56154,普通
1815,白云,金碧新城花园 户型方正 南北对流 8号线旁,61,2700000,3室1厅,东,低层/11层,44262,普通
1816,天河,信华经理人花园 电梯三房安静不吵带平台保养好,108,6700000,3室2厅,西,低层/31层,62037,普通
1817,番禺,华侨城 （新上） 笋盘，125㎡四房  精装,113,2380000,4室2厅,北,低层/8层,21062,精
1818,番禺,喜盈雅境北苑 精装修70年产权入读新世纪,63,1630000,1室1厅,南,中层/12层,25873,精
1819,番禺,东湖洲花园  精装三房 南向 保养靓 环境优美 位置安静,100,3600000,3室2厅,南,低层/15层,36000,精
1820,番禺,康乐大街 保养新净 低层舒适 近地铁三房,100,2200000,3室2厅,南,低层/7层,22000,普通
1821,越秀,腾龙里 精装三房,88.39,4580000,3室2厅,西南,中层/9层,51814,豪华
1822,番禺,雅居乐花园 过5唯— 无按揭 看房方便,112,4000000,3室2厅,西,高层/11层,35714,精
1823,番禺,自在城市花园 3房2厅 112平 普通装修 南,112,3300000,3室2厅,南,中层/11层,29464,普通
1824,番禺,洛湖居 坐南朝北 户型方正 位置安静 底层望园景,87.6,2900000,3室1厅,北,高层/7层,33105,精
1825,番禺,富都城 精装 保养很好 中等楼层 不靠路 ,86,2300000,3室2厅,南,中层/8层,26744,精
1826,天河,邮通小区 南向 买到就是赚到 过五不 学没占用,50,3500000,2室1厅,南,高层/8层,70000,普通
1827,番禺,置业华逸大厦  精致装修 3室,157,3500000,3室2厅,西南,高层/16层,22293,精
1828,番禺,海伦堡御院 急售笋盘 业主降价 小区中间电梯大三房,120,3900000,3室1厅,西,低层/6层,32500,精
1829,天河,丽晶华庭 四房两厅两卫东北向售720万看房方便,111,7000000,4室1厅,东北,高层/30层,63063,精
1830,番禺,侨联大街 普通装修  靓楼层 精装两房,78,1300000,2室1厅,东,高层/7层,16667,普通
1831,天河,朱美拉公寓 3房2厅 148平 精装装修 南,148,16000000,3室2厅,南,高层/45层,108108,精
1832,天河,利雅湾 近地铁 带省一级读体育东小学 配套齐全 有小区花园,125,12000000,3室2厅,南北,中层/31层,96000,精
1833,增城,海伦堡花园 南向大三房 望花园 园中位置 价格可谈 户型方正,84.14,1750000,3室2厅,南北,低层/18层,20799,精
1834,番禺,华侨城 不要错过 配套成熟 交通方便近地铁,127,2250000,3室1厅,西,中层/8层,17717,普通
1835,番禺,侨基花园 侨基电梯三房南向免税,84,1900000,3室2厅,东南,中层/33层,22619,精
1836,番禺,北京区 五房 两 厅  顶层 复式。,169,4500000,5室2厅,南北,高层/6层,26627,精
1837,番禺,珠江花园 南向望花园，地铁旁，价格低,101,3000000,3室2厅,西南,低层/28层,29703,普通
1838,天河,邮电宿舍 地铁对面 华景小学  大院式小区 书香氛围  ,103.88,6100000,3室2厅,东南,中层/20层,58722,精
1839,黄埔,丰乐中路 南向两房 双地铁 省级小学,73,2230000,2室1厅,南,中层/8层,30548,豪华
1840,黄埔,天虹花园 南向两房，高楼层视野好,77,2310000,2室1厅,南,高层/9层,30000,普通
1841,黄埔,怡港花园 精装复式  东南向  园中园,206,6500000,5室3厅,东南,高层/11层,31553,精
1842,黄埔,海关小区 精致装修三房 带主套 业主诚心出售 看房方便,97.78,3220000,3室2厅,南,中层/9层,32931,精
1843,番禺,祺康园 市桥普装三房两厅，红本在手,156,3100000,3室2厅,南北,高层/7层,19872,普通
1844,天河,华港花园 3房2厅2卫 北向 格局方正,103,6300000,3室2厅,北,中层/25层,61165,普通
1845,白云,金碧新城花园 位于广州白云区黄石西路，白云区地段,71,2380000,2室1厅,东,中层/11层,33521,普通
1846,黄埔,保利学府里 如您所愿 欧式豪华装修 拎包入住,107,4800000,3室1厅,南,中层/32层,44860,精
1847,白云,星云轩 黄石西路 精装两房 中楼层 采光好 看房方便,83,2680000,2室1厅,西,低层/15层,32289,精
1848,番禺,奥园养生广场 电梯公寓 带精装修 送全屋家私家电 拎包即可入住,36,600000,1室0厅,北,高层/29层,16667,精
1849,番禺,奥园广场 精装修一房一厅 配套成熟交通方便,70,1470000,1室1厅,南,低层/22层,21000,精
1850,番禺,福景园 豪华装修 3室,84,2300000,3室1厅,南,高层/8层,27381,豪华
1851,番禺,富丽居 大石富丽居 电梯精装两房 教育生活配套齐全 ,80,2380000,2室1厅,南北,中层/8层,29750,精
1852,天河,中海康城 南北对流 精装修两房 急售 随时看房哦,82,2950000,2室2厅,南北,中层/7层,35976,精
1853,番禺,越秀可逸江畔 精装修家私家电齐全交通方便,47,900000,1室0厅,南,中层/12层,19149,精
1854,番禺,欧洲假日国际公寓 精致装修 3房 南向 95m² ,95,2800000,3室2厅,东北,中层/25层,29474,精
1855,黄埔,丰逸尚居 2房1厅 56平 普通装修 北,56,2200000,2室1厅,北,中层/29层,39286,普通
1856,番禺,华侨城 电梯高楼层  精装三房  复式带天台 ,198.4,4000000,3室2厅,南,高层/8层,20161,精
1857,番禺,香缤豪庭博学公馆 精装3房 价真货实 ,64,2900000,3室2厅,西南,中层/24层,45312,精
1858,海珠,金碧花园 双地铁 房本满五年 随时看房,28,1300000,1室0厅,东南,低层/32层,46429,精
1859,海珠,金碧花园 2房2厅 74平 精装装修 南,74,3300000,2室2厅,南,高层/11层,44595,精
1860,黄埔,金碧世纪花园 温馨两房  中高楼层   安静望花园  看房方便,64.29,2490000,2室2厅,北,高层/32层,38731,精
1861,番禺,昊龙花园南区 低楼层，价钱笋，小区管理,79,2160000,3室1厅,东北,中层/5层,27342,普通
1862,黄埔,大沙地路 笋盘 地铁100米 精装三房 业主好说话 价格可谈,100,3600000,3室2厅,南北,中层/8层,36000,精
1863,番禺,星誉花园 市桥 高端小区 真实在售,123,4100000,3室2厅,南,中层/18层,33333,豪华
1864,番禺,梅山大厦 近地铁 电梯精装修三房  交通方便 配套完善 ,130,2500000,3室2厅,西,高层/19层,19231,普通
1865,海珠,晓燕湾 近地铁！实用电梯三房！少有放卖！,80,4000000,3室1厅,东,低层/12层,50000,精
1866,天河,中海康城 两室两厅一卫  标准两房,76,3400000,2室2厅,南,高层/12层,44737,普通
1867,番禺,尚誉华府 方正1房一厅1 高层南向 整洁如新 ,46.15,1290000,1室0厅,南,高层/11层,27952,精
1868,番禺,绿庭雅苑 向园安静 低楼层 超舒适 三房,88,2320000,3室2厅,北,低层/6层,26364,普通
1869,番禺,奥园养生广场 采光好新净整洁,40,550000,1室0厅,北,低层/29层,13750,精
1870,番禺,柏丽甜果 电梯高层 精装两房东南向 配套齐全产权清晰 急售,58,850000,2室1厅,东南,高层/21层,14655,精
1871,番禺,华侨城 电梯两房 实用刚需 方正实用 诚心出售,66,1880000,2室2厅,北,中层/13层,28485,精
1872,番禺,雅居乐花园 电梯两房  送全屋家私家电 拎包即可入住,80,3100000,2室2厅,东北,低层/23层,38750,普通
1873,番禺,万科欧泊 品牌公寓 小区式管理 旁万达广场 ,38,1080000,1室0厅,东,高层/10层,28421,精
1874,番禺,喜盈雅境北苑 带租出售产权清晰商住两用,42,1000000,1室0厅,北,低层/12层,23810,精
1875,番禺,东怡园 豪装4房带车位入读东城小学,173,4180000,4室2厅,东南,中层/7层,24162,精
1876,番禺,锦绣半岛 大气温馨三层独立五房望江望花园,157,6000000,5室2厅,南,高层/25层,38217,精
1877,番禺,江南新村  大3房 周边配套成熟,82,1880000,3室2厅,南北,高层/8层,22927,普通
1878,番禺,番禺云山诗意 精装三房两厅，新房出售,90,2950000,3室2厅,东,低层/16层,32778,精
1879,海珠,侨雅苑 东向大阳台，小区闹中带静，业主套名额急售,74.5,2390000,3室1厅,东,低层/9层,32081,精
1880,番禺,华景新城 楼梯中层南向望园景，采光好实验小学,102.7,3300000,3室1厅,南,中层/7层,32132,普通
1881,天河,领峰园 1房1厅 83平 精装修装修 南向,83,7000000,1室1厅,南,高层/42层,84337,精
1882,海珠,第二金碧花园 装修保养好  采光好 免重税 看房有钥匙,68.22,2980000,2室2厅,南北,低层/28层,43682,精
1883,番禺,奥园养生广场 1房1厅 52平 精装装修 东北,52,1140000,1室1厅,东北,中层/29层,22000,精
1884,番禺,金沙湾花园 电梯高楼精装修售330万,126,3300000,3室2厅,北,高层/11层,26190,普通
1885,番禺,万科欧泊 D1栋公寓出售 小区管理 地段好 升、值空间大,40,1000000,1室0厅,西,中层/10层,25000,普通
1886,番禺,富华楼 近地铁 南向房 生活便利 采光好,81,1600000,2室2厅,南,高层/7层,19753,普通
1887,海珠,海天花苑 婚房诚心出售,72,2980000,2室0厅,东,高层/36层,41389,普通
1888,海珠,保利红棉花园 低楼层3房 可商可住  双地铁,86.5,2850000,3室2厅,南,低层/9层,32948,精
1889,天河,博雅御轩 大户型 业主诚心放卖  交通便利,180,14000000,5室2厅,南,中层/31层,77778,普通
1890,番禺,万科欧泊 精装修3房2厅，送全家家私家电，业主急出售，急出售,94.6,3940000,3室2厅,东西,低层/35层,41649,普通
1891,天河,中海康城 3房望花园安静 过五年 户型方正 光线好 业主急售,85.8,3800000,3室2厅,北,高层/12层,44290,普通
1892,海珠,南景园 电梯两房 中高层 望花园 装修保养好 ,78,3350000,2室1厅,北,高层/18层,42949,精
1893,黄埔,金碧领秀国际 两房两厅 成熟配套 环境优美 看房方便 税费低,83,3380000,2室2厅,南,中层/33层,40723,普通
1894,白云,金碧新城花园 白云 黄石 南向厅出阳台  电梯洋房 精装两方,65,2200000,2室1厅,东,中层/11层,33846,精
1895,番禺,花样年华 三房带主套 靠近奥园广场,109,3200000,3室2厅,北,高层/17层,29358,精
1896,番禺,喜盈雅境北苑 住宅性质 入读新世纪小学 大套间 装修保养好 ,57,1380000,1室0厅,西北,高层/12层,24211,精
1897,天河,朱美拉公寓 过5税费少 朱美拉 业主换房急售 有k随时看房,64,5200000,1室1厅,东,低层/39层,81250,精
1898,番禺,丽水湾 电梯高层大三房  一线望江 房子方正 看房方便,110.33,3520000,3室2厅,北,高层/11层,31904,精
1899,黄埔,怡港花园 大三房两厅 户型方正,101,3300000,3室1厅,东,高层/9层,32673,精
1900,番禺,富宾星悦国际 富宾星悦 南向复式豪装三房 高层采光通风好,78,2000000,3室2厅,西南,中层/12层,25641,精
1901,天河,华景新城6期 精装二房 视野开阔 通风采光足 交通便利,76,4100000,2室1厅,东西,高层/31层,53947,普通
1902,番禺,敏捷锦绣世家 电梯高层 精装修 户型方正 高档小区环境好,90.71,2700000,3室2厅,北,高层/18层,29765,精
1903,天河,华景新城3期 东向小三房 中楼层 急售,86,3800000,3室1厅,东,中层/9层,44186,精
1904,天河,华景新城陶然庭苑 业主诚心出售 看房提前约,76.22,3950000,2室2厅,北,高层/35层,51824,普通
1905,番禺,海晴居 精装修温馨二房 带前后两阳台 产权清晰 诚心出售,52,1700000,2室2厅,东北,低层/6层,32692,普通
1906,番禺,柏丽甜果 环境很好，交通很方便,55,8200000,2室1厅,东,高层/21层,149091,豪华
1907,天河,方圆月岛 豪华大四房 东西对流 保养新净,264.56,23000000,5室2厅,东,高层/46层,86937,精
1908,番禺,绿庭雅苑 4房2厅2卫1厨业主出国急售！送天台花园！,146,3360000,3室2厅,南,高层/7层,23014,精
1909,天河,加拿大花园 3房两卫 精装修 西向高楼层 学校房 21号天河站,99,4250000,3室2厅,西北,高层/22层,42929,精
1910,海珠,金豪嘉苑 鹭江地铁550米 滨江东大气三房 视野开阔 急卖,127,7600000,3室2厅,南,中层/26层,59843,精
1911,番禺,今日丽舍 电梯大三房 新装修 格局方正 过五年免重税 Ji卖,120,3000000,3室2厅,东南,低层/23层,25000,普通
1912,番禺,敏捷上城国际 番禺CBD板块 打造下一个珠江新城,56,1750000,1室0厅,南,高层/22层,31250,毛坯
1913,番禺,花样年华 低楼层 视野好 南北通透 双阳台 ,112,3100000,3室2厅,北,低层/17层,27679,普通
1914,萝岗,南康新村 南康新村 配套成熟 业主底价出售 保养好,96,1800000,3室1厅,南,中层/11层,18750,精
1915,天河,华景里 240.00 万元 华景里 精致装修 1室1厅0厨,44,2280000,1室1厅,东,低层/22层,51818,精
1916,海珠,金碧花园 电梯高层采光好  安静,67,2600000,2室2厅,东,高层/22层,38806,精
1917,番禺,君华御府 .南向毛坯.产权清晰.视野宽阔.有钥匙,75,3000000,2室2厅,南,高层/33层,40000,毛坯
1918,黄埔,金碧世纪花园 方正实用三房 格局方正 保养非常好,91,3550000,3室2厅,北,中层/32层,39011,精
1919,天河,华景里 理想地 可买 朝向好楼层靓景观佳,47,2300000,1室1厅,西,低层/22层,48936,精
1920,黄埔,怡港花园  普通装修 东南  小区安静 适合老人住,106,3200000,3室2厅,东南,中层/9层,30189,普通
1921,番禺,万科欧泊 难得的一房出售，位置不错,40,1000000,1室0厅,西,中层/10层,25000,普通
1922,天河,东方新世界 天河公园西门 精装 业主急售 拎包入住,94,7500000,2室2厅,东北,高层/28层,79787,精
1923,番禺,花样年华 大三房省级小学 装修保养好拎包入住,92,2800000,3室2厅,南,中层/19层,30435,精
1924,番禺,城市花园 业主自住 保养的好  交通方便 拎包入住,72,1900000,2室2厅,南,高层/5层,26389,精
1925,番禺,山泉居 温馨2房  紧靠大夫山  环境空气好,63,1950000,2室2厅,北,高层/6层,30952,精
1926,番禺,越秀可逸江畔 毛坯 5室 5房 中高层南向 诚心出售,193,6500000,5室2厅,南,高层/13层,33679,毛坯
1927,黄埔,金碧世纪花园 实用舒适单位 配套完善 采光通透,24,1050000,1室0厅,西南,低层/17层,43750,普通
1928,番禺,荷景一区 大型小区 全新精装 低楼层  配套完善  拎包入住,41.6,950000,1室1厅,南,高层/7层,22837,精
1929,番禺,来福园 交通便利，小区管理，配套成熟,94.1,2350000,2室2厅,南,高层/7层,24973,普通
1930,天河,朱美拉公寓 1房1厅 63平 精装装修 西向,63,4800000,1室1厅,西,中层/39层,76190,精
1931,天河,华景新城芳满庭园 前排两房 安静看花园 ,78,4500000,2室2厅,北,低层/36层,57692,精
1932,番禺,奥园养生广场 单间公寓出售 精致装修  随时看房 ,32,600000,1室0厅,东,中层/29层,18750,精
1933,天河,华景新城3期 刚需婚房之选温馨两居室 新装修没多久 使用率高,74.87,3000000,2室2厅,西北,高层/9层,40069,精
1934,番禺,奥园广场 奥园广场豪华装修一房 电梯高层 南北通透 拎包入住,45,900000,1室0厅,北,中层/22层,20000,精
1935,番禺,华荟南景园 精装三房 保养好干净 业主急售 性价比高,124,3250000,3室2厅,北,中层/16层,26210,精
1936,番禺,天骄时代城 毛坯大单间，看上速联,48,780000,1室0厅,南,中层/18层,16250,精
1937,番禺,君华香柏广场 万众瞩目的好房,164.31,5000000,5室2厅,南,中层/8层,30430,精
1938,白云,金碧新城花园 少有厅出阳台 空间分割合理 阳台对花园 靠近门口,68,2500000,2室1厅,西南,低层/29层,36765,普通
1939,番禺,"北京区 南国奥林匹克花园,南国奥园，双地铁",103,3500000,3室2厅,西南,中层/6层,33981,精
1940,海珠,燕子岗路 实用2室1厅,53,1750000,2室1厅,东南,中层/9层,33019,普通
1941,天河,尚东美御 三房 采光好 近地铁  视野好,143,12000000,3室2厅,东南,中层/32层,83916,精
1942,天河,粤海丽江花园 安静实用四房，真实图片真实房源，这个楼层非常好，看,168,16000000,4室2厅,南,高层/30层,95238,精
1943,天河,历德雅舍 厅出阳台 宜商宜居 大型花园小区 交通便利 ,105,5300000,3室1厅,东北,中层/18层,50476,普通
1944,海珠,江燕花园 中层一房 位置好,42,1450000,1室1厅,南,中层/9层,34524,普通
1945,海珠,芭堤水岸 舒适大二房 格局方正 视野开阔 装修新净,96,6050000,2室2厅,南,高层/32层,63021,精
1946,天河,隽峰苑 2房 地铁在楼下 珠江新城使用户型 实惠入住,73,7000000,2室1厅,北,中层/32层,95890,精
1947,番禺,东华花园  4室2厅2卫 小区环境优雅,114,3000000,4室2厅,北,中层/7层,26316,精
1948,天河,华景新城4期 3室2厅，环境幽静,111,5000000,3室2厅,东南,中层/9层,45045,精
1949,番禺,喜盈雅境北苑 70年住宅公寓 可入户 带学校 低价,42,980000,1室0厅,西,中层/12层,23333,精
1950,天河,嘉裕公馆 南向望着花园  小区中间位置,152.68,16000000,3室2厅,西,中层/33层,104794,精
1951,天河,隽峰苑 隽峰苑 一梯一户大五房 南北对流 豪华装修视野开阔,231,19000000,5室2厅,东,高层/32层,82251,精
1952,黄埔,金碧领秀国际 BRT站近地铁   1房0厅出售,34,1650000,1室0厅,北,高层/33层,48529,精
1953,番禺,东雅园 装三房，业主诚心出售，产权清晰，看房随时方便,114,2630000,3室2厅,南,高层/7层,23070,精
1954,黄埔,金碧世纪花园  业主两年前装修 保养好 急售看房有钥匙,64.17,2480000,2室1厅,北,低层/32层,38647,普通
1955,番禺,新月明珠花园 精致装修 3室2厅,111,4500000,3室2厅,东南,中层/23层,40541,精
1956,天河,华景新城6期 豪华装修复试 送家私家电 急售 价格面谈,271.26,10800000,4室3厅,南,高层/32层,39814,普通
1957,番禺,华荟南景园 精装修三房 拧包入住 南向望花园,103,3260000,3室2厅,南,高层/11层,31650,精
1958,番禺,敏捷华美国际 三房一厅，看上速联，安静不靠路，炒楼安选,110,2420000,3室1厅,东,中层/17层,22000,普通
1959,番禺,鸿成花园 地铁物业 电梯中层 3房南向  有匙在手,107.93,2900000,3室2厅,西南,低层/28层,26869,普通
1960,番禺,东湖洲花园 南北对流大5房，前后带花园采光好 环境舒适,219.9,6150000,5室2厅,南北,低层/18层,27967,精
1961,海珠,海富花园 江燕路电梯1房户型方正实用看房方便,23,1100000,1室0厅,东南,低层/10层,47826,精
1962,番禺,华侨城 电梯三房 保养好 园林小区 采光好 ,103,2220000,3室2厅,北,低层/13层,21553,精
1963,番禺,东雅园 番禺广场三房步梯二楼 装修保养好,114,2650000,3室2厅,南,低层/7层,23246,普通
1964,番禺,雅居乐锦官城 3房2厅98.14平豪华装修北,98,3000000,3室2厅,北,中层/18层,30612,豪华
1965,番禺,奥园养生广场 精致装修单间 公寓环境超赞 即买即收租 仅55万,36,550000,1室0厅,东北,低层/29层,15278,精
1966,天河,华景新城芳满庭园 业主急 售一房一厅 有学 位 ,38.94,2600000,1室1厅,西,高层/36层,66769,普通
1967,番禺,喜盈雅境 户型方正 大三房南北对流 入读新世纪小学,125,3750000,3室1厅,南,高层/11层,30000,精
1968,天河,华景新城5期 中等装修 3房卖400万 过五年 免重税,84,4000000,3室1厅,东北,高层/9层,47619,普通
1969,天河,加拿大花园 超大三房，带主套。随时看房,101.02,4000000,3室2厅,东北,高层/22层,39596,普通
1970,番禺,招商城市主场 笋盘笋盘万博地铁站番禺万达商圏繁华地带精装公寓,39,1150000,1室0厅,南,低层/14层,29487,精
1971,黄埔,怡港花园 精装3室 视野宽阔 空间超大,155.7,5950000,5室2厅,东,高层/11层,38215,普通
1972,番禺,江南大厦 业主急卖，电梯3房，地铁附近,88,2100000,3室2厅,东南,高层/19层,23864,精
1973,番禺,奥园养生广场  精装单间 商住自住都可以,36,620000,1室0厅,西南,低层/29层,17222,精
1974,番禺,花样年华 高层三房带主套,79.87,2390000,3室2厅,东南,高层/17层,29924,精
1975,白云,金碧新城花园 小户型 安静舒适 拎包入住,24.28,900000,1室0厅,南,中层/18层,37068,普通
1976,黄埔,黄埔花园 不一样的房子不一样的选择,63,2580000,1室1厅,东北,低层/24层,40952,精
1977,番禺,新世纪花园 新世纪花园精装两房一厅证过五免重税业主急售,84.85,2100000,2室2厅,西南,高层/5层,24750,精
1978,番禺,园丰小区 温馨精装大三房  户型方正  交通方便  配套完善,106,2180000,3室1厅,南,中层/7层,20566,精
1979,番禺,富丽居 电梯高层南向精装三房 采光通风好 入读省级学校,107.2,3150000,3室2厅,南,高层/35层,29384,普通
1980,天河,华港花园 南向安静望花园 温馨1房 户型方正实用,30,2150000,1室1厅,南,高层/9层,71667,普通
1981,番禺,祈福水城 带50方花园 复式四房 只要330万,153.3,3700000,4室3厅,东,低层/11层,24136,精
1982,天河,翠安侬苑 户型方正 采光无遮挡 南北对流 免重说,109,6380000,3室1厅,东北,高层/36层,58532,豪华
1983,黄埔,文冲安置房 精装南向两房 采光好,61,1220000,2室1厅,南,高层/33层,20000,精
1984,番禺,洛湖居 普通装修 3室1厅1厨1卫,68.5,2000000,3室1厅,南,高层/7层,29197,普通
1985,天河,叠翠台 21号线在楼 方正户型 对面天河公园 生活舒适,106,5600000,3室2厅,东南,高层/22层,52830,普通
1986,白云,金碧新城花园 二期中层两房 南向格局好 业主诚意出售 可随时看房,69.5,2250000,2室1厅,南,高层/18层,32374,精
1987,天河,华景新城陶然庭苑 华景新城 陶然庭院 格局方正 ,78,4500000,2室2厅,北,中层/35层,57692,精
1988,番禺,金华楼 温馨精装大三房 交通便利  配套完善  随时可看,70,1490000,3室1厅,南,中层/7层,21286,精
1989,番禺,流金岁月 流金岁月豪华四房 一线江景,174,6380000,4室2厅,北,低层/24层,36667,精
1990,番禺,万科金色城品 电梯复式2房2厅2卫285万享万科奢华豪宅尊贵生活,48,3000000,2室2厅,南,高层/8层,62500,豪华
1991,海珠,蓝色康园 刚放新盘 业主想换大房,67,4300000,2室1厅,西南,中层/19层,64179,精
1992,番禺,柏丽甜果 全广州便宜的公寓拥有美丽的环境,55,8200000,2室1厅,北,高层/21层,149091,精
1993,海珠,绿地滨江汇 大单间  40平 精装装修 2W5单价,38,950000,1室0厅,南,低层/16层,25000,精
1994,黄埔,金碧领秀国际 南向大三房带主套,133,5800000,3室2厅,南,中层/33层,43609,精
1995,番禺,敏捷金月湾 一楼复式两层    自带门前花园+入户花园   ,105,5000000,5室2厅,东北,低层/31层,47619,豪华
1996,番禺,花样年华 采光佳 视野开阔 小区中间位 装修保养好 使用率高,112,3100000,3室2厅,北,低层/17层,27679,普通
1997,天河,南国嘉园 精装修 高层电梯,72,3550000,3室2厅,南,高层/24层,49306,豪华
1998,番禺,华侨城 温馨精致三房 装修好，环境优美  ,96,2500000,3室2厅,南,中层/8层,26042,精
1999,番禺,奥园养生广场 奥园养生广场 1房1厅 价格低 不限购 租金高 ,36,550000,1室1厅,东南,高层/29层,15278,精
2000,番禺,荷景一区 3房2厅 91平 普通装修 北,91,1900000,3室2厅,南北,低层/6层,20879,普通
2001,番禺,吉祥北园D区 洛溪交通枢纽，76方两房两卫，199万！配套完善！,76.2,2000000,2室2厅,南,中层/8层,26247,精
2002,番禺,喜盈雅境 精致装修 3室1厅1厨2卫 132m²,132,3780000,3室1厅,北,中层/11层,28636,精
2003,番禺,美心翠拥华庭 番禺广场刚需房，超实用3房2厅2卫,73,1720000,3室1厅,南,高层/7层,23562,普通
2004,天河,中海璟晖华庭  2室2厅1厨1卫 86m 笋盘,86,7600000,2室2厅,北,中层/32层,88372,普通
2005,白云,金碧新城花园 石井 精装三房 户型方正 南向 业主诚心出售,93,3300000,3室1厅,南,低层/18层,35484,普通
2006,番禺,工业路 小区管理 中层安静不靠路 ,72,1500000,3室1厅,南,中层/7层,20833,普通
2007,海珠,鸿荣阁 业主诚心出售低楼层格式方正的2房1厅,70,2700000,2室2厅,东,低层/9层,38571,精
2008,天河,中海康城 南向大三房  户型方正 实用率高 光线好 近地铁,122,5100000,3室2厅,南,低层/12层,41803,普通
2009,番禺,华南新城 南向三房  光线好  业主急售 随时看房,106,4000000,3室2厅,南,低层/12层,37736,精
2010,番禺,奥园养生广场 近地铁不限购 精装修两房 南北对流 配套成熟,82,1400000,2室2厅,东,高层/29层,17073,精
2011,海珠,芭堤水岸 珠江边上 安静舒适二房 装修新 格局方正,68,4080000,2室1厅,东北,低层/34层,60000,精
2012,番禺,光明大厦 普装大四房，房子不错，看上速联,108,2980000,4室2厅,北,中层/23层,27593,普通
2013,番禺,中环品悦 大石地铁小区笋房 方正户型 东南向 省级学校,82,2900000,2室1厅,东南,高层/22层,35366,豪华
2014,海珠,金碧花园 两房一厅一卫 环境好,58,2200000,2室1厅,北,高层/6层,37931,普通
2015,天河,保利心语花园 交通便利 安静望花园小区生活 配套齐全 ,73.17,6300000,2室2厅,北,中层/32层,86101,普通
2016,白云,金碧新城花园 新装两房采光好通风好,65,2300000,2室1厅,南,高层/32层,35385,精
2017,天河,叠翠台 楼下地铁 价格飙升 衣食住行 方正户型 宽敞舒适 ,49,3600000,1室1厅,东南,低层/12层,73469,普通
2018,白云,金碧新城花园 电梯两房 中低层 保养新净 采光十足  过五免重税,74.77,2550000,2室1厅,东北,低层/27层,34105,普通
2019,番禺,汇庭雅苑 你和丈母娘的距离，只差这一套房 ,92,2260000,3室1厅,东南,高层/5层,24565,精
2020,黄埔,金碧世纪花园 厅出阳台，房间朝南，业主急售，直降253万,69.12,2530000,2室1厅,北,高层/32层,36603,精
2021,番禺,彩晴轩 中层南向温馨两房 望花园 全明户型 可直接拎包入住,67,2200000,2室2厅,南,中层/8层,32836,精
2022,番禺,花样年华 二期 3期 精装修 保养好 看房方便 ,96,3180000,3室2厅,东,中层/17层,33125,精
2023,番禺,敏捷华美国际 南向装修保养好 交通便利 靠近地铁站,49,850000,1室0厅,东,低层/26层,17347,精
2024,番禺,东华花园 业主疯了，居然卖这么便宜,108.81,2600000,3室1厅,北,中层/6层,23895,精
2025,番禺,东雅园 三房精装 过五年免重税,93,2320000,3室2厅,南,中层/7层,24946,精
2026,番禺,雅居乐花园 时光九篇（俊园）刚需两房,79.2,2700000,2室2厅,南,中层/9层,34091,精
2027,番禺,洛湖居 一楼带花园50方  少有放卖,78,2800000,2室1厅,南,低层/7层,35897,普通
2028,天河,跑马地花园 三房二厅 豪华装修,113,7100000,3室1厅,北,中层/9层,62832,豪华
